"store_id","film_id","count","returning_date","amount","rental_rank","adjust_amount"
1,864,"1","2005-06-25 10:48:23","3.99","74",NULL
1,23,"1","2005-06-25 11:39:10","6.99","75",NULL
1,871,"1","2005-06-25 12:21:57","6.99","76",NULL
1,968,"1","2005-06-25 15:06:16","6.99","77",NULL
1,645,"1","2005-06-25 19:29:02","4.99","78",NULL
1,160,"1","2005-06-25 19:45:37","2.99","79",NULL
1,239,"1","2005-06-25 20:25:20","8.99","80",NULL
1,702,"1","2005-06-25 20:34:46","5.99","81",NULL
1,832,"1","2005-06-26 00:57:50","5.99","82",NULL
1,368,"1","2005-06-26 01:11:50","5.99","83",NULL
1,853,"1","2005-06-26 04:13:12","10.99","84",NULL
1,489,"1","2005-06-26 05:08:41","4.99","85",NULL
1,322,"1","2005-06-26 05:31:59","7.99","86",NULL
1,968,"1","2005-06-26 05:35:59","7.99","87",NULL
1,987,"1","2005-06-26 06:59:27","7.99","88",NULL
1,613,"1","2005-06-26 07:23:18","3.99","89",NULL
1,840,"1","2005-06-26 08:50:23","3.99","90",NULL
1,45,"1","2005-06-26 08:56:27","6.99","91",NULL
1,390,"1","2005-06-26 09:38:22","6.99","92",NULL
1,861,"1","2005-06-26 09:52:11","8.99","93",NULL
1,689,"1","2005-06-26 10:30:45","5.99","94",NULL
1,289,"1","2005-06-26 11:30:56","5.99","95",NULL
1,344,"1","2005-06-26 13:18:14","2.99","96",NULL
1,427,"1","2005-06-26 13:32:01","3.99","97",NULL
1,971,"1","2005-06-26 15:14:07","5.99","98",NULL
1,967,"1","2005-06-26 15:58:05","3.99","99",NULL
1,407,"1","2005-06-26 16:37:14","4.99","100",NULL
1,395,"1","2005-06-26 17:02:51","1.99","101",NULL
1,922,"1","2005-06-26 17:27:12","5.99","102",NULL
1,277,"1","2005-06-26 18:25:24","8.99","103",NULL
1,299,"1","2005-06-26 19:26:52","2.99","104",NULL
1,147,"1","2005-06-26 19:52:20","2.99","105",NULL
1,242,"1","2005-06-26 23:25:16","4.99","106",NULL
1,131,"1","2005-06-27 00:26:01","6.99","107",NULL
1,375,"1","2005-06-27 06:16:44","4.99","108",NULL
1,886,"1","2005-06-27 09:18:29","2.99","109",NULL
1,912,"1","2005-06-27 10:46:10","5.99","110",NULL
1,980,"1","2005-06-27 11:09:08","8.99","111",NULL
1,676,"1","2005-06-27 11:13:09","5.99","112",NULL
1,230,"1","2005-06-27 11:48:46","3.99","113",NULL
1,303,"1","2005-06-27 14:29:02","2.99","114",NULL
1,512,"1","2005-06-27 16:35:55","8.99","115",NULL
1,284,"2","2005-06-27 17:10:41","8.99","116",NULL
1,378,"1","2005-06-27 18:13:58","4.99","117",NULL
1,200,"1","2005-06-27 19:11:15","2.99","118",NULL
1,480,"1","2005-06-27 21:23:43","6.99","119",NULL
1,21,"1","2005-06-27 21:48:27","9.99","120",NULL
1,969,"1","2005-06-28 00:46:01","7.99","121",NULL
1,388,"2","2005-06-28 01:28:04","3.99","122",NULL
1,16,"1","2005-06-28 01:35:12","6.99","123",NULL
1,393,"1","2005-06-28 03:38:12","5.99","124",NULL
1,855,"1","2005-06-28 04:19:53","2.99","125",NULL
1,911,"1","2005-06-28 04:36:00","6.99","126",NULL
1,437,"1","2005-06-28 05:02:04","4.99","127",NULL
1,112,"1","2005-06-28 06:26:25","7.99","128",NULL
1,683,"1","2005-06-28 08:03:26","8.99","129",NULL
1,442,"1","2005-06-28 08:11:11","5.99","130",NULL
1,600,"1","2005-06-28 09:17:24","3.99","131",NULL
1,366,"1","2005-06-28 09:18:42","4.99","132",NULL
1,305,"1","2005-06-28 10:07:13","4.99","133",NULL
1,336,"1","2005-06-28 12:18:04","8.99","134",NULL
1,666,"1","2005-06-28 16:15:31","7.99","135",NULL
1,296,"1","2005-06-28 16:53:19","5.99","136",NULL
1,891,"1","2005-06-28 19:32:59","4.99","137",NULL
1,631,"1","2005-06-29 00:40:45","6.99","138",NULL
1,83,"1","2005-06-29 03:19:53","6.99","139",NULL
1,412,"1","2005-06-29 03:26:52","6.99","140",NULL
1,56,"1","2005-06-29 04:11:49","4.99","141",NULL
1,524,"1","2005-06-29 07:22:03","3.99","142",NULL
1,327,"1","2005-06-29 08:04:43","9.99","143",NULL
1,686,"1","2005-06-29 09:18:45","8.99","144",NULL
1,340,"1","2005-06-29 09:40:42","7.99","145",NULL
1,995,"1","2005-06-29 13:19:51","8.99","146",NULL
1,138,"1","2005-06-29 14:16:35","6.99","147",NULL
1,563,"1","2005-06-29 18:05:22","7.99","148",NULL
1,302,"1","2005-06-29 18:11:59","5.99","149",NULL
1,735,"2","2005-06-29 18:19:44","3.99","150",NULL
1,249,"1","2005-06-29 18:20:52","2.99","151",NULL
1,26,"1","2005-06-29 19:13:23","5.99","152",NULL
1,392,"1","2005-06-30 00:31:47","9.99","153",NULL
1,504,"1","2005-06-30 00:37:04","4.99","154",NULL
1,243,"1","2005-06-30 02:51:27","10.99","155",NULL
1,706,"1","2005-06-30 09:29:46","8.99","156",NULL
1,98,"1","2005-06-30 11:26:44","9.99","157",NULL
1,358,"1","2005-06-30 15:39:00","4.99","158",NULL
1,391,"1","2005-07-01 01:09:17","6.99","159",NULL
1,965,"2","2005-07-08 01:02:40","0.99","160",NULL
1,599,"1","2005-07-08 05:24:06","0.99","161",NULL
1,69,"1","2005-07-08 09:55:26","2.99","162",NULL
1,531,"1","2005-07-09 19:39:15","1.99","163",NULL
1,90,"2","2005-07-09 20:02:38","0.99","164",NULL
1,501,"2","2005-07-10 01:06:04","6.99","165",NULL
1,60,"1","2005-07-10 11:31:48","5.99","166",NULL
1,480,"1","2005-07-10 20:32:28","3.99","167",NULL
1,346,"1","2005-07-11 04:00:36","6.99","168",NULL
1,906,"1","2005-07-11 06:15:31","1.99","169",NULL
1,185,"1","2005-07-11 07:01:08","4.99","170",NULL
1,274,"1","2005-07-11 09:42:12","3.99","171",NULL
1,542,"1","2005-07-11 09:56:14","3.99","172",NULL
1,897,"1","2005-07-11 10:29:40","6.99","173",NULL
1,448,"1","2005-07-11 10:52:06","3.99","174",NULL
1,892,"2","2005-07-11 14:42:01","4.99","175",NULL
1,581,"1","2005-07-11 16:34:38","1.99","176",NULL
1,324,"2","2005-07-11 21:47:16","5.99","177",NULL
1,932,"1","2005-07-11 22:30:16","2.99","178",NULL
1,6,"1","2005-07-12 02:15:36","5.99","179",NULL
1,383,"2","2005-07-12 06:47:37","0.99","180",NULL
1,794,"1","2005-07-12 06:53:37","0.99","181",NULL
1,674,"1","2005-07-12 16:16:00","1.99","182",NULL
1,408,"1","2005-07-12 16:55:12","6.99","183",NULL
1,164,"2","2005-07-12 18:32:13","1.99","184",NULL
1,114,"2","2005-07-12 19:13:35","0.99","185",NULL
1,275,"1","2005-07-12 19:17:08","2.99","186",NULL
1,284,"1","2005-07-12 19:21:31","5.99","187",NULL
1,667,"1","2005-07-12 22:07:13","6.99","188",NULL
1,600,"1","2005-07-12 23:53:34","2.99","189",NULL
1,704,"1","2005-07-13 00:15:28","5.99","190",NULL
1,987,"1","2005-07-13 00:51:23","2.99","191",NULL
1,841,"1","2005-07-13 01:15:44","4.99","192",NULL
1,653,"1","2005-07-13 03:06:42","8.99","193",NULL
1,530,"2","2005-07-13 04:32:50","3.99","194",NULL
1,529,"1","2005-07-13 05:30:05","5.99","195",NULL
1,890,"1","2005-07-13 06:49:59","2.99","196",NULL
1,691,"1","2005-07-13 07:22:16","5.99","197",NULL
1,366,"1","2005-07-13 07:29:21","1.99","198",NULL
1,331,"1","2005-07-13 07:55:44","3.99","199",NULL
1,142,"1","2005-07-13 09:07:11","1.99","200",NULL
1,227,"1","2005-07-13 10:56:54","7.99","201",NULL
1,48,"1","2005-07-13 10:59:49","7.99","202",NULL
1,796,"1","2005-07-13 13:37:44","2.99","203",NULL
1,205,"2","2005-07-13 13:38:08","4.99","204",NULL
1,429,"1","2005-07-13 15:24:07","1.99","205",NULL
1,403,"1","2005-07-13 16:37:20","5.99","206",NULL
1,985,"1","2005-07-13 16:49:41","7.99","207",NULL
1,184,"1","2005-07-13 17:18:33","7.99","208",NULL
1,434,"1","2005-07-13 17:45:35","1.99","209",NULL
1,846,"1","2005-07-13 17:49:17","7.99","210",NULL
1,631,"2","2005-07-13 18:08:45","1.99","211",NULL
1,545,"4","2005-07-13 18:37:52","0.99","212",NULL
1,805,"1","2005-07-13 19:07:23","5.99","213",NULL
1,783,"2","2005-07-13 19:40:41","3.99","214",NULL
1,434,"1","2005-07-13 20:02:45","4.99","215",NULL
1,838,"1","2005-07-13 20:51:56","6.99","216",NULL
1,344,"3","2005-07-13 23:03:04","0.99","217",NULL
1,745,"1","2005-07-13 23:03:21","5.99","218",NULL
1,966,"1","2005-07-13 23:53:30","1.99","219",NULL
1,382,"1","2005-07-14 01:05:38","3.99","220",NULL
1,539,"1","2005-07-14 01:51:26","3.99","221",NULL
1,245,"1","2005-07-14 02:09:21","2.99","222",NULL
1,902,"1","2005-07-14 02:25:44","6.99","223",NULL
1,120,"1","2005-07-14 02:49:10","5.99","224",NULL
1,167,"1","2005-07-14 02:51:44","5.99","225",NULL
1,857,"1","2005-07-14 03:12:38","6.99","226",NULL
1,43,"2","2005-07-14 03:16:23","3.99","227",NULL
1,900,"1","2005-07-14 04:15:48","3.99","228",NULL
1,936,"1","2005-07-14 05:34:21","3.99","229",NULL
1,300,"2","2005-07-14 05:41:27","5.99","230",NULL
1,819,"2","2005-07-14 06:28:16","2.99","231",NULL
1,287,"1","2005-07-14 07:28:43","3.99","232",NULL
1,463,"1","2005-07-14 08:19:32","4.99","233",NULL
1,402,"2","2005-07-14 08:29:05","0.99","234",NULL
1,777,"1","2005-07-14 09:14:41","7.99","235",NULL
1,272,"3","2005-07-14 12:40:36","5.99","236",NULL
1,747,"2","2005-07-14 13:46:33","2.99","237",NULL
1,23,"1","2005-07-14 14:40:22","3.99","238",NULL
1,736,"2","2005-07-14 14:55:08","1.99","239",NULL
1,169,"1","2005-07-14 15:18:20","6.99","240",NULL
1,427,"1","2005-07-14 15:42:50","1.99","241",NULL
1,994,"1","2005-07-14 16:45:02","6.99","242",NULL
1,37,"1","2005-07-14 17:19:23","3.99","243",NULL
1,496,"1","2005-07-14 17:24:56","5.99","244",NULL
1,178,"1","2005-07-14 17:42:32","1.99","245",NULL
1,816,"1","2005-07-14 18:05:46","2.99","246",NULL
1,631,"1","2005-07-14 19:00:27","4.99","247",NULL
1,964,"1","2005-07-14 19:29:06","5.99","248",NULL
1,577,"1","2005-07-14 20:14:32","4.99","249",NULL
1,179,"1","2005-07-14 20:53:45","6.99","250",NULL
1,403,"1","2005-07-14 21:12:20","7.99","251",NULL
1,441,"1","2005-07-14 21:37:44","5.99","252",NULL
1,551,"2","2005-07-14 21:50:24","7.99","253",NULL
1,776,"2","2005-07-14 22:22:41","5.99","254",NULL
1,689,"1","2005-07-14 23:46:04","4.99","255",NULL
1,84,"1","2005-07-15 00:22:45","6.99","256",NULL
1,314,"4","2005-07-15 00:35:02","0.99","257",NULL
1,698,"1","2005-07-15 00:46:49","3.99","258",NULL
1,682,"2","2005-07-15 00:52:24","9.99","259",NULL
1,610,"1","2005-07-15 01:46:02","1.99","260",NULL
1,544,"1","2005-07-15 01:55:44","2.99","261",NULL
1,200,"1","2005-07-15 02:01:49","3.99","262",NULL
1,645,"1","2005-07-15 02:15:40","5.99","263",NULL
1,650,"1","2005-07-15 02:51:45","2.99","264",NULL
1,976,"1","2005-07-15 04:36:47","1.99","265",NULL
1,853,"1","2005-07-15 06:22:25","9.99","266",NULL
1,864,"1","2005-07-15 06:48:34","2.99","267",NULL
1,543,"1","2005-07-15 07:07:46","6.99","268",NULL
1,20,"2","2005-07-15 07:21:03","5.99","269",NULL
1,663,"2","2005-07-15 07:31:11","1.99","270",NULL
1,568,"1","2005-07-15 09:23:00","8.99","271",NULL
1,381,"1","2005-07-15 09:34:39","5.99","272",NULL
1,301,"1","2005-07-15 10:22:02","2.99","273",NULL
1,117,"2","2005-07-15 12:05:52","6.99","274",NULL
1,898,"1","2005-07-15 12:23:36","9.99","275",NULL
1,877,"1","2005-07-15 12:35:18","2.99","276",NULL
1,263,"1","2005-07-15 13:05:35","6.99","277",NULL
1,973,"2","2005-07-15 13:19:22","5.99","278",NULL
1,879,"3","2005-07-15 13:51:56","10.99","279",NULL
1,907,"2","2005-07-15 15:03:10","4.99","280",NULL
1,816,"1","2005-07-15 15:13:47","1.99","281",NULL
1,706,"1","2005-07-15 15:58:43","6.99","282",NULL
1,97,"1","2005-07-15 16:13:16","1.99","283",NULL
1,966,"1","2005-07-15 16:39:09","3.99","284",NULL
1,919,"1","2005-07-15 17:02:45","7.99","285",NULL
1,967,"2","2005-07-15 17:03:02","5.99","286",NULL
1,657,"1","2005-07-15 17:46:29","3.99","287",NULL
1,139,"1","2005-07-15 17:58:16","5.99","288",NULL
1,720,"1","2005-07-15 18:13:54","4.99","289",NULL
1,510,"3","2005-07-15 19:42:00","6.99","290",NULL
1,876,"1","2005-07-15 20:13:09","8.99","291",NULL
1,292,"1","2005-07-15 20:30:41","4.99","292",NULL
1,581,"1","2005-07-15 21:05:44","5.99","293",NULL
1,969,"2","2005-07-15 21:18:41","5.99","294",NULL
1,447,"3","2005-07-15 21:28:55","4.99","295",NULL
1,555,"1","2005-07-15 21:37:41","1.99","296",NULL
1,862,"1","2005-07-15 22:57:01","1.99","297",NULL
1,746,"1","2005-07-15 23:28:29","6.99","298",NULL
1,197,"1","2005-07-16 00:54:06","6.99","299",NULL
1,98,"1","2005-07-16 01:08:47","10.99","300",NULL
1,45,"1","2005-07-16 01:12:46","8.99","301",NULL
1,80,"1","2005-07-16 02:04:32","4.99","302",NULL
1,625,"1","2005-07-16 02:08:55","1.99","303",NULL
1,415,"3","2005-07-16 02:38:35","5.99","304",NULL
1,573,"1","2005-07-16 03:19:54","4.99","305",NULL
1,732,"1","2005-07-16 03:49:22","4.99","306",NULL
1,653,"2","2005-07-16 04:13:52","7.99","307",NULL
1,810,"1","2005-07-16 04:37:46","1.99","308",NULL
1,865,"1","2005-07-16 05:10:26","5.99","309",NULL
1,920,"1","2005-07-16 05:37:24","1.99","310",NULL
1,6,"1","2005-07-16 05:51:06","7.99","311",NULL
1,554,"2","2005-07-16 06:07:47","4.99","312",NULL
1,368,"1","2005-07-16 06:23:00","3.99","313",NULL
1,109,"1","2005-07-16 07:23:07","2.99","314",NULL
1,753,"1","2005-07-16 07:34:59","6.99","315",NULL
1,760,"1","2005-07-16 07:43:44","5.99","316",NULL
1,44,"1","2005-07-16 07:46:05","5.99","317",NULL
1,424,"1","2005-07-16 09:11:50","2.99","318",NULL
1,375,"1","2005-07-16 09:14:18","7.99","319",NULL
1,342,"1","2005-07-16 10:03:59","6.99","320",NULL
1,112,"1","2005-07-16 10:18:43","6.99","321",NULL
1,345,"1","2005-07-16 10:19:54","4.99","322",NULL
1,637,"1","2005-07-16 10:48:12","5.99","323",NULL
1,917,"1","2005-07-16 11:14:36","3.99","324",NULL
1,733,"1","2005-07-16 12:13:33","2.99","325",NULL
1,535,"1","2005-07-16 12:41:53","1.99","326",NULL
1,488,"1","2005-07-16 13:14:51","3.99","327",NULL
1,774,"1","2005-07-16 14:01:55","8.99","328",NULL
1,374,"1","2005-07-16 15:05:26","6.99","329",NULL
1,925,"1","2005-07-16 15:39:02","1.99","330",NULL
1,114,"3","2005-07-16 15:43:58","1.99","331",NULL
1,851,"1","2005-07-16 16:43:49","3.99","332",NULL
1,490,"1","2005-07-16 16:57:20","3.99","333",NULL
1,83,"1","2005-07-16 17:06:47","4.99","334",NULL
1,815,"1","2005-07-16 17:10:24","7.99","335",NULL
1,306,"2","2005-07-16 17:13:33","5.99","336",NULL
1,61,"1","2005-07-16 17:19:23","7.99","337",NULL
1,579,"2","2005-07-16 18:27:12","7.99","338",NULL
1,737,"1","2005-07-16 18:55:13","5.99","339",NULL
1,738,"1","2005-07-16 19:06:29","4.99","340",NULL
1,202,"1","2005-07-16 20:14:25","7.99","341",NULL
1,453,"1","2005-07-16 20:16:06","7.99","342",NULL
1,1000,"2","2005-07-16 21:36:33","5.99","343",NULL
1,853,"1","2005-07-16 22:15:03","7.99","344",NULL
1,654,"1","2005-07-16 22:47:29","8.99","345",NULL
1,572,"1","2005-07-16 22:54:25","4.99","346",NULL
1,450,"1","2005-07-17 00:09:48","4.99","347",NULL
1,391,"1","2005-07-17 00:12:57","4.99","348",NULL
1,241,"1","2005-07-17 00:26:54","3.99","349",NULL
1,298,"1","2005-07-17 01:01:29","3.99","350",NULL
1,543,"1","2005-07-17 01:13:34","7.99","351",NULL
1,354,"1","2005-07-17 01:58:58","7.99","352",NULL
1,577,"1","2005-07-17 02:32:06","3.99","353",NULL
1,867,"2","2005-07-17 02:58:48","6.99","354",NULL
1,560,"1","2005-07-17 03:06:59","2.99","355",NULL
1,321,"1","2005-07-17 03:59:35","6.99","356",NULL
1,739,"1","2005-07-17 04:43:48","7.99","357",NULL
1,175,"1","2005-07-17 05:19:42","4.99","358",NULL
1,938,"1","2005-07-17 07:05:09","7.99","359",NULL
1,326,"1","2005-07-17 08:07:28","4.99","360",NULL
1,489,"3","2005-07-17 08:11:19","2.99","361",NULL
1,226,"1","2005-07-17 08:19:51","6.99","362",NULL
1,984,"2","2005-07-17 08:23:36","8.99","363",NULL
1,793,"1","2005-07-17 08:24:40","3.99","364",NULL
1,844,"1","2005-07-17 08:25:41","5.99","365",NULL
1,420,"1","2005-07-17 08:43:48","6.99","366",NULL
1,154,"1","2005-07-17 08:44:13","3.99","367",NULL
1,72,"2","2005-07-17 09:07:48","3.99","368",NULL
1,438,"1","2005-07-17 09:28:47","6.99","369",NULL
1,613,"1","2005-07-17 10:03:00","4.99","370",NULL
1,571,"1","2005-07-17 10:50:20","5.99","371",NULL
1,462,"1","2005-07-17 11:48:06","4.99","372",NULL
1,766,"1","2005-07-17 12:43:09","4.99","373",NULL
1,184,"1","2005-07-17 13:14:51","8.99","374",NULL
1,915,"2","2005-07-17 13:17:03","6.99","375",NULL
1,849,"1","2005-07-17 13:31:45","2.99","376",NULL
1,753,"2","2005-07-17 14:02:05","2.99","377",NULL
1,710,"1","2005-07-17 14:16:10","5.99","378",NULL
1,276,"1","2005-07-17 14:32:15","7.99","379",NULL
1,871,"2","2005-07-17 15:02:22","7.99","380",NULL
1,95,"1","2005-07-17 15:09:07","8.99","381",NULL
1,265,"1","2005-07-17 15:16:25","8.99","382",NULL
1,466,"1","2005-07-17 15:25:11","7.99","383",NULL
1,247,"1","2005-07-17 15:56:40","2.99","384",NULL
1,209,"1","2005-07-17 16:14:37","3.99","385",NULL
1,549,"1","2005-07-17 16:51:13","5.99","386",NULL
1,361,"1","2005-07-17 17:34:08","6.99","387",NULL
1,877,"1","2005-07-17 17:56:16","4.99","388",NULL
1,99,"3","2005-07-17 17:56:51","4.99","389",NULL
1,29,"1","2005-07-17 17:59:03","4.99","390",NULL
1,465,"2","2005-07-17 18:09:00","6.99","391",NULL
1,1000,"1","2005-07-17 21:01:54","7.99","392",NULL
1,723,"1","2005-07-17 21:03:11","8.99","393",NULL
1,277,"1","2005-07-17 21:05:07","6.99","394",NULL
1,708,"1","2005-07-17 21:18:53","6.99","395",NULL
1,428,"1","2005-07-17 21:33:44","5.99","396",NULL
1,980,"2","2005-07-17 21:43:59","5.99","397",NULL
1,377,"1","2005-07-17 22:01:08","1.99","398",NULL
1,678,"2","2005-07-17 22:27:52","7.99","399",NULL
1,869,"1","2005-07-17 22:42:37","3.99","400",NULL
1,390,"1","2005-07-17 23:17:41","5.99","401",NULL
1,897,"1","2005-07-17 23:58:44","7.99","402",NULL
1,389,"1","2005-07-18 01:02:40","6.99","403",NULL
1,540,"1","2005-07-18 01:33:03","4.99","404",NULL
1,470,"1","2005-07-18 02:01:16","10.99","405",NULL
1,438,"1","2005-07-18 02:19:11","9.99","406",NULL
1,804,"1","2005-07-18 02:39:56","7.99","407",NULL
1,219,"1","2005-07-18 02:51:48","8.99","408",NULL
1,135,"1","2005-07-18 03:19:22","5.99","409",NULL
1,902,"1","2005-07-18 03:27:48","8.99","410",NULL
1,479,"1","2005-07-18 04:33:24","2.99","411",NULL
1,973,"1","2005-07-18 05:34:47","10.99","412",NULL
1,650,"1","2005-07-18 07:11:06","5.99","413",NULL
1,289,"1","2005-07-18 07:29:05","6.99","414",NULL
1,690,"1","2005-07-18 07:32:08","3.99","415",NULL
1,186,"1","2005-07-18 07:38:25","3.99","416",NULL
1,574,"1","2005-07-18 07:41:56","6.99","417",NULL
1,583,"3","2005-07-18 08:36:46","7.99","418",NULL
1,594,"1","2005-07-18 08:56:00","2.99","419",NULL
1,833,"1","2005-07-18 10:17:07","4.99","420",NULL
1,220,"2","2005-07-18 10:44:54","4.99","421",NULL
1,730,"2","2005-07-18 12:36:48","3.99","422",NULL
1,550,"1","2005-07-18 13:47:05","3.99","423",NULL
1,861,"2","2005-07-18 13:59:50","7.99","424",NULL
1,944,"1","2005-07-18 15:33:03","5.99","425",NULL
1,706,"1","2005-07-18 16:07:53","5.99","426",NULL
1,233,"1","2005-07-18 16:28:25","6.99","427",NULL
1,796,"1","2005-07-18 17:59:42","3.99","428",NULL
1,299,"1","2005-07-18 18:35:21","3.99","429",NULL
1,869,"2","2005-07-18 18:48:37","5.99","430",NULL
1,835,"2","2005-07-18 19:54:57","5.99","431",NULL
1,856,"1","2005-07-18 19:59:12","7.99","432",NULL
1,876,"1","2005-07-18 21:00:01","6.99","433",NULL
1,704,"1","2005-07-18 23:46:27","6.99","434",NULL
1,749,"1","2005-07-19 00:09:05","5.99","435",NULL
1,871,"1","2005-07-19 00:57:00","5.99","436",NULL
1,680,"1","2005-07-19 01:18:19","10.99","437",NULL
1,476,"1","2005-07-19 01:22:54","6.99","438",NULL
1,387,"1","2005-07-19 04:08:11","3.99","439",NULL
1,962,"1","2005-07-19 04:21:08","4.99","440",NULL
1,158,"1","2005-07-19 06:03:24","5.99","441",NULL
1,767,"2","2005-07-19 06:46:19","6.99","442",NULL
1,251,"1","2005-07-19 07:35:21","6.99","443",NULL
1,535,"1","2005-07-19 07:47:39","3.99","444",NULL
1,445,"1","2005-07-19 07:58:25","4.99","445",NULL
1,300,"1","2005-07-19 08:21:01","7.99","446",NULL
1,971,"2","2005-07-19 09:03:11","9.99","447",NULL
1,717,"1","2005-07-19 09:52:15","3.99","448",NULL
1,969,"2","2005-07-19 10:25:13","9.99","449",NULL
1,61,"2","2005-07-19 12:11:11","6.99","450",NULL
1,687,"2","2005-07-19 12:43:03","1.99","451",NULL
1,601,"1","2005-07-19 13:54:22","4.99","452",NULL
1,103,"2","2005-07-19 14:11:57","5.99","453",NULL
1,244,"2","2005-07-19 14:12:51","6.99","454",NULL
1,850,"1","2005-07-19 14:49:09","2.99","455",NULL
1,693,"1","2005-07-19 15:48:41","5.99","456",NULL
1,777,"1","2005-07-19 16:35:41","8.99","457",NULL
1,243,"1","2005-07-19 16:37:45","9.99","458",NULL
1,213,"2","2005-07-19 16:55:48","3.99","459",NULL
1,737,"1","2005-07-19 16:59:47","3.99","460",NULL
1,606,"1","2005-07-19 17:02:56","6.99","461",NULL
1,314,"1","2005-07-19 17:03:28","4.99","462",NULL
1,948,"1","2005-07-19 17:15:50","2.99","463",NULL
1,523,"1","2005-07-19 17:19:08","1.99","464",NULL
